CID-10|Desc. CID-10
N005|Síndrome nefrítica aguda - glomerulonefrite mesangiocapilar difusa
N72|Doença inflamatória do colo do útero
N806|Endometriose em cicatriz cutânea
N930|Sangramentos pós-coito ou de contato
N96|Abortamento habitual
O040|Aborto por razões médicas e legais - incompleto, complicado por infecção do trato genital ou dos órgãos pélvicos
O043|Aborto por razões médicas e legais - incompleto, com outras complicações ou com complicações não especificadas
P250|Enfisema intersticial originado no período perinatal
P353|Hepatite viral congênita
P760|"Síndrome da ""rolha de mecônio"""
P810|Hipertermia ambiental do recém-nascido
P960|Insuficiência renal congênita
Q046|Cistos cerebrais congênitos
Q172|Microtia
Q188|Outras malformações congênitas especificadas da face e do pescoço
Q223|Outras malformações congênitas da valva pulmonar
Q259|Malformação congênita não especificada das grandes artérias
Q521|Duplicação da vagina
Q651|Luxação congênita bilateral do quadril
R633|Dificuldades de alimentação e erros na administração de alimentos
S130|Ruptura traumática de disco intervertebral cervical
S231|Luxação de vértebra torácica
S398|Outros traumatismos especificados do abdome, do dorso e da pelve
S452|Traumatismo da veia axilar ou braquial
S459|Traumatismo de vaso sangüíneo não especificado ao nível do ombro e do braço
S608|Outros traumatismos superficiais do punho e da mão
S731|Entorse e distensão do quadril
S863|Traumatismo do(s) músculo(s) e tendão(ões) do grupo muscular peronial ao nível da perna
S898|Outros traumatismos especificados da perna
T008|Traumatismos superficiais envolvendo outras combinações de regiões do corpo
T179|Corpo estranho no trato respiratório, parte não especificada
T183|Corpo estranho no intestino delgado
T184|Corpo estranho no cólon
T201|Queimadura de primeiro grau da cabeça e do pescoço
T300|Queimadura, parte do corpo não especificada, grau não especificado
T420|Intoxicação por derivados da hidantoína
T428|Intoxicação por drogas antiparkinsonianos e outros depressores centrais do tônus muscular
T452|Intoxicação por vitaminas, não classificadas em outra parte
T600|Efeito tóxico de inseticidas organofosforados e carbamatos
T831|Complicação mecânica de outros dispositivos e implantes urinários
T873|Neuroma de coto da amputação
W269|Contato com faca, espada e punhal - local não especificado
Z090|Exame de seguimento após cirurgia por outras afecções
Z21|Estado de infecção assintomática pelo vírus da imunodeficiência humana [HIV]
Z381|Criança única, nascida fora do hospital
A157|Tuberculose primária das vias respiratórias, com confirmação bacteriológica e histológica
A288|Outras doenças bacterianas zoonóticas especificadas não classificadas em outra parte
A303|Hanseníase [lepra] dimorfa
A391|Síndrome de Waterhouse-Friderichsen
A401|Septicemia por Streptococcus do grupo B
A413|Septicemia por Haemophilus influenzae
A429|Actinomicose não especificada
A493|Infecção por Mycoplasma de localização não especificada
B085|Faringite vesicular devida a enterovírus
B211|Doença pelo HIV resultando em linfoma de Burkitt
B371|Candidíase pulmonar
C091|Neoplasia maligna do pilar amigdaliano (anterior) (posterior)
C111|Neoplasia maligna da parede posterior da nasofaringe
C301|Neoplasia maligna do ouvido médio
C638|Neoplasia maligna dos órgãos genitais masculinos com lesão invasiva
C690|Neoplasia maligna da conjuntiva
C693|Neoplasia maligna da coróide
C752|Neoplasia maligna do conduto craniofaríngeo
C783|Neoplasia maligna secundária de outros órgãos respiratórios e não especificados
C834|Linfoma não-Hodgkin difuso, imunoblástico (difuso)
C922|Leucemia mielóide subaguda
C960|Doença de Letterer-Siwe
D038|Melanoma in situ de outras localizações
D041|Carcinoma in situ da pele da pálpebra, incluindo o canto
D046|Carcinoma in situ da pele dos membros superiores, incluindo ombro
D213|Neoplasia benigna do tecido conjuntivo e outros tecidos moles do tórax
D280|Neoplasia benigna da vulva
D339|Neoplasia benigna do sistema nervoso central, não especificado
D529|Anemia por deficiência de folato não especificada
D590|Anemia hemolítica auto-imune induzida por droga
D682|Deficiência hereditária de outros fatores de coagulação
D734|Cisto do baço
E058|Outras tireotoxicoses
E248|Outra síndrome de Cushing
E754|Lipofuscinose neuronal ceróide
E768|Outros distúrbios do metabolismo do glicosaminoglicano
E802|Outras porfirias
E834|Distúrbios do metabolismo do magnésio
E859|Amiloidose não especificada
F123|Transtornos mentais e comportamentais devidos ao uso de canabinóides - síndrome [estado] de abstinência
F139|Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - transtorno mental ou comportamental não especificado
F20|Esquizofrenia
F409|Transtorno fóbico-ansioso não especificado
F421|Transtorno obsessivo-compulsivo com predominância de comportamentos compulsivos [rituais obsessivos]
F459|Transtorno somatoforme não especificado
F938|Outros transtornos emocionais da infância
F939|Transtorno emocional da infância não especificado
G039|Meningite não especificada
G07|Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte
G111|Ataxia cerebelar de início precoce
G310|Atrofia cerebral circunscrita
G509|Transtorno não especificado do nervo trigêmeo
G622|Polineuropatia devida a outros agentes tóxicos
G634|Polineuropatia em deficiências nutricionais
G711|Transtornos miotônicos
G908|Outros transtornos do sistema nervoso autônomo
H405|Glaucoma secundário a outros transtornos do olho
H750|Mastoidite em doenças infecciosas e parasitárias classificadas em outra parte
H800|Otosclerose que compromete a janela oval, não-obliterante
I083|Transtornos das valvas mitral, aórtica e tricúspide
I690|Seqüelas de hemorragia subaracnoídea
J012|Sinusite etmoidal aguda
J392|Outras doenças da faringe
J941|Fibrotórax
K286|Úlcera gastrojejunal - crônica ou não especificada com hemorragia e perfuração
L301|Disidrose [pompholyx]
M015|Artrite em outras doenças virais classificadas em outra parte
M122|Sinovite vilonodular (pigmentada)
M228|Outros transtornos da rótula
M250|Hemartrose
M315|Arterite de células gigantes com polimialgia reumática
M331|Outras dermatomiosites
M502|Outro deslocamento de disco cervical
M702|Bursite do olécrano
M799|Transtorno dos tecidos moles não especificado
M949|Transtornos não especificados da cartilagem
M993|Estenose óssea do canal medular
M999|Lesão biomecânica não especificada
N043|Síndrome nefrótica - glomerulonefrite proliferativa mesangial difusa
N18|Insuficiência renal crônica
N882|Estreitamento e estenose do colo do útero
O468|Outra forma de hemorragia anteparto
O872|Hemorróidas no puerpério
O892|Complicações relativas ao sistema nervoso central devidas a anestesia durante o puerpério
O904|Insuficiência renal aguda do pós-parto
P041|Feto e recém-nascido afetados por outros medicamentos utilizados pela mãe
P109|Laceração e hemorragia intracranianas não especificadas devidas a traumatismo de parto
P350|Síndrome da rubéola congênita
P548|Outras hemorragias fetais e neonatais especificadas
P592|Icterícia neonatal de outras lesões hepatocelulares e das não especificadas
P616|Outros transtornos transitórios de coagulação do período neonatal
P710|Hipocalcemia do recém-nascido pelo uso de leite de vaca
P744|Outros distúrbios eletrolíticos transitórios do recém-nascido
P961|Sintomas de abstinência neonatal de drogas utilizadas pela mãe
Q043|Outras deformidades por redução do encéfalo
Q050|Espinha bífida cervical com hidrocefalia
Q667|Pé cavo
Q681|Deformidade congênita da mão
Q704|Polissindactilia
Q798|Outras malformações congênitas do sistema osteomuscular
Q804|Feto arlequim
Q998|Outras anomalias cromossômicas especificadas
R070|Dor de garganta
R21|Eritema e outras erupções cutâneas não especificadas
R268|Outras anormalidades da marcha e da mobilidade e as não especificadas
R35|Poliúria
R681|Sintomas não específicos peculiares à infância
R688|Outros sintomas e sinais gerais especificados
S210|Ferimento da mama
S298|Outros traumatismos especificados do tórax
S312|Ferimento do pênis
S330|Ruptura traumática do disco intervertebral lombar
S532|Ruptura traumática do ligamento colateral do rádio
S534|Entorse e distensão do cotovelo
S540|Traumatismo do nervo cubital [ulnar] ao nível do antebraço
S552|Traumatismo de veia ao nível do antebraço
S589|Amputação traumática do antebraço, nível não especificado
S799|Traumatismo não especificado do quadril e da coxa
S878|Traumatismo por esmagamento de outra parte e de partes não especificadas da perna
S950|Traumatismo da artéria dorsal do pé
S959|Traumatismo de vaso sangüíneo não especificado ao nível do tornozelo e do pé
T479|Intoxicação por substância não especificada que atua primariamente sobre o aparelho gastrointestinal
T830|Complicação mecânica de cateter (de demora) urinário
T920|Seqüelas de ferimento do membro superior
T929|Seqüelas de traumatismo não especificado do membro superior
T940|Seqüelas de traumatismos envolvendo regiões múltiplas do corpo
Z014|Exame ginecológico (geral) (de rotina)
Z947|Córnea transplantada
A192|Tuberculose miliar aguda não especificada
A260|Erisipelóide cutâneo
A321|Meningite e meningoencefalite por listéria
A541|Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias
B212|Doença pelo HIV resultando em outros tipos de linfoma não-Hodgkin
B219|Doença pelo HIV resultando em neoplasia maligna não especificada
B250|Pneumonite por citomegalovírus 
B260|Orquite por caxumba [parotidite epidêmica]
B333|Infecção por retrovírus não classificada em outra parte
B373|Candidíase da vulva e da vagina
B399|Histoplasmose não especificada
B839|Helmintíase não especificada
B86|Escabiose [sarna]
C062|Neoplasia maligna da área retromolar
C142|Neoplasia maligna do anel de Waldeyer
C431|Melanoma maligno da pálpebra, incluindo as comissuras palpebrais
C473|Neoplasia maligna dos nervos periféricos do tórax
C680|Neoplasia maligna da uretra
C709|Neoplasia maligna da meninge, não especificada
C758|Neoplasia maligna com comprometimento pluriglandular, sem outra especificação
C842|Linfoma da zona T
C902|Plasmocitoma extramedular
C913|Leucemia pró-linfocítica
D047|Carcinoma in situ da pele dos membros inferiores, incluindo quadril
D070|Carcinoma in situ do endométrio
D122|Neoplasia benigna do cólon ascendente
D353|Neoplasia benigna do conduto craniofaríngeo
D413|Neoplasia de comportamento incerto ou desconhecido da uretra
D448|Neoplasia de comportamento incerto ou desconhecido com comprometimento pluriglandular
D511|Anemia por deficiência de vitamina B12 devida à má-absorção seletiva de vitamina B12 com proteinúria
D530|Anemia por deficiência de proteínas
D684|Deficiência adquirida de fator de coagulação
D752|Trombocitose essencial
E035|Coma mixedematoso
E051|Tireotoxicose com bócio tóxico uninodular
E113|Diabetes mellitus não-insulino-dependente - com complicações oftálmicas
E122|Diabetes mellitus relacionado com a desnutrição - com complicações renais
E229|Hiperfunção não especificada da hipófise
E662|Obesidade extrema com hipoventilação alveolar
E720|Distúrbios do transporte de aminoácidos
F023|Demência na doença de Parkinson
F114|Transtornos mentais e comportamentais devidos ao uso de opiáceos - síndrome de abstinência com delirium
F133|Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - síndrome [estado] de abstinência
F138|Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - outros transtornos mentais ou comportamentais
F33|Transtorno depressivo recorrente
F913|Distúrbio desafiador e de oposição
G000|Meningite por Haemophilus
G378|Outras doenças desmielinizantes especificadas do sistema nervoso central
G541|Transtornos do plexo lombossacral
G620|Polineuropatia induzida por drogas
